f_index,Faculty,key,Year,Full Authors List,published_name,Author Contribution Index,Other Authors
0,A S Madhukumar,journals/cssp/MathewSVM20,2020,"['Libin K. Mathew', 'Shanker Shreejith', 'A. Prasad Vinod']",A. S. Madhukumar,4,"['Libin K. Mathew', 'Shanker Shreejith', 'A. Prasad Vinod']"
0,A S Madhukumar,journals/ijscn/SiriginaMB20,2020,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']"
0,A S Madhukumar,journals/ijscn/SiriginaMB20a,2020,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']"
0,A S Madhukumar,journals/taes/RamabadranMW20,2020,"['Swaminathan Ramabadran', 'Guohua Wang']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Guohua Wang']"
0,A S Madhukumar,journals/tgcn/RaoMS20,2020,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,2,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,journals/tsp/TanMSK20,2020,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/tvlsi/MathewSVM20,2020,"['Libin K. Mathew', 'Shanker Shreejith', 'A. Prasad Vinod']",A. S. Madhukumar,4,"['Libin K. Mathew', 'Shanker Shreejith', 'A. Prasad Vinod']"
0,A S Madhukumar,journals/vcomm/TanMSK20,2020,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/access/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/access/SharmaMR19,2019,"['Shubha Sharma', 'Swaminathan Ramabadran']",A. S. Madhukumar,2,"['Shubha Sharma', 'Swaminathan Ramabadran']"
0,A S Madhukumar,journals/dsp/RamabadranM19,2019,['Swaminathan Ramabadran'],A. S. Madhukumar,2,['Swaminathan Ramabadran']
0,A S Madhukumar,journals/icl/SiriginaMB19,2019,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']"
0,A S Madhukumar,journals/icl/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/iet-spr/RamabadranMWT19,2019,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']"
0,A S Madhukumar,journals/tvt/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/twc/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/winet/RoyMC19,2019,"['S. Barman Roy', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['S. Barman Roy', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/wpc/RaoMS19,2019,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,2,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,journals/corr/abs-1902-06869,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/corr/abs-1909-02194,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/access/RaoMS18,2018,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,2,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,journals/sj/SiriginaM18,2018,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,journals/tbc/RamabadranMWT18,2018,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']"
0,A S Madhukumar,journals/tvlsi/PhamVM18,2018,"['Thinh Hung Pham', 'A. Prasad Vinod']",A. S. Madhukumar,3,"['Thinh Hung Pham', 'A. Prasad Vinod']"
0,A S Madhukumar,journals/winet/SiriginaM18,2018,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,journals/access/RamabadranMTS17,2017,"['Swaminathan Ramabadran', 'Wee Teck Ng', 'Chong Meng Samson See']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Wee Teck Ng', 'Chong Meng Samson See']"
0,A S Madhukumar,journals/cssp/SiriginaMV17,2017,"['Rajendra Prasad Sirigina', 'A. Prasad Vinod']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'A. Prasad Vinod']"
0,A S Madhukumar,journals/dsp/SwaminathanMNS17,2017,"['Swaminathan Ramabadran', 'Wee Teck Ng', 'Chong Meng Samson See']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Wee Teck Ng', 'Chong Meng Samson See']"
0,A S Madhukumar,journals/dsp/JamesM17,2017,['Ashish James'],A. S. Madhukumar,2,['Ashish James']
0,A S Madhukumar,journals/icl/RaoSM17,2017,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,3,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,journals/tbc/RamabadranM17,2017,['Swaminathan Ramabadran'],A. S. Madhukumar,2,['Swaminathan Ramabadran']
0,A S Madhukumar,journals/tvt/RoyMJ17,2017,"['Swagato Barman Roy', 'Jingon Joung']",A. S. Madhukumar,2,"['Swagato Barman Roy', 'Jingon Joung']"
0,A S Madhukumar,journals/winet/SiriginaM17,2017,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,journals/corr/abs-1712-07781,2017,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/access/JacobSMP16,2016,"['Ponnu Jacob', 'Rajendra Prasad Sirigina', 'Vinod Achutavarrier Prasad']",A. S. Madhukumar,3,"['Ponnu Jacob', 'Rajendra Prasad Sirigina', 'Vinod Achutavarrier Prasad']"
0,A S Madhukumar,journals/tcom/SiriginaM16,2016,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,journals/tvt/NguyenMN16,2016,"['Duy Duong Nguyen', 'Dusit Niyato']",A. S. Madhukumar,2,"['Duy Duong Nguyen', 'Dusit Niyato']"
0,A S Madhukumar,journals/twc/SiriginaM16,2016,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,journals/winet/JacobM16,2016,['Ponnu Jacob'],A. S. Madhukumar,2,['Ponnu Jacob']
0,A S Madhukumar,journals/comcom/JacobMA15,2015,"['Ponnu Jacob', 'A. Alphones']",A. S. Madhukumar,2,"['Ponnu Jacob', 'A. Alphones']"
0,A S Madhukumar,journals/tbc/SharmaM15,2015,['Nitin Sharma 0007'],A. S. Madhukumar,2,['Nitin Sharma 0007']
0,A S Madhukumar,journals/wicomm/JamesMA15,2015,"['Ashish James', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Ashish James', 'Fumiyuki Adachi']"
0,A S Madhukumar,journals/winet/RoyM15,2015,['S. Barman Roy'],A. S. Madhukumar,2,['S. Barman Roy']
0,A S Madhukumar,journals/winet/JacobJM15,2015,"['Ponnu Jacob', 'Ashish James']",A. S. Madhukumar,3,"['Ponnu Jacob', 'Ashish James']"
0,A S Madhukumar,journals/iet-spr/NguyenM14,2014,['Duy Duong Nguyen'],A. S. Madhukumar,2,['Duy Duong Nguyen']
0,A S Madhukumar,journals/wicomm/NguyenM14,2014,['Duy Duong Nguyen'],A. S. Madhukumar,2,['Duy Duong Nguyen']
0,A S Madhukumar,journals/icl/JacobMA13,2013,"['Ponnu Jacob', 'A. Alphones']",A. S. Madhukumar,2,"['Ponnu Jacob', 'A. Alphones']"
0,A S Madhukumar,journals/phycomm/NarendarVMK13,2013,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']",A. S. Madhukumar,3,"['M. Narendar', 'A. Prasad Vinod', 'Anoop Kumar Krishna']"
0,A S Madhukumar,journals/tcom/JamesMKA13,2013,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']"
0,A S Madhukumar,journals/tvt/JamesMKA13,2013,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Ashish James', 'Ernest Kurniawan', 'Fumiyuki Adachi']"
0,A S Madhukumar,journals/wpc/JamesMTK13,2013,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']",A. S. Madhukumar,2,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']"
0,A S Madhukumar,journals/ieicet/JamesMA12,2012,"['Ashish James', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Ashish James', 'Fumiyuki Adachi']"
0,A S Madhukumar,journals/iet-com/JacobM12,2012,['Ponnu Jacob'],A. S. Madhukumar,2,['Ponnu Jacob']
0,A S Madhukumar,journals/jcm/YangMYWGM12,2012,"['Kai Yang 0001', 'Guosen Yue', 'Huahui Wang', 'Saeed S. Ghassemzadeh', 'Shiwen Mao']",A. S. Madhukumar,2,"['Kai Yang 0001', 'Guosen Yue', 'Huahui Wang', 'Saeed S. Ghassemzadeh', 'Shiwen Mao']"
0,A S Madhukumar,journals/phycomm/TioJM12,2012,"['Surya Dharma Tio', 'Ashish James']",A. S. Madhukumar,3,"['Surya Dharma Tio', 'Ashish James']"
0,A S Madhukumar,journals/sigpro/HariAPM12,2012,"['V. N. Hari', 'G. V. Anand', 'A. Benjamin Premkumar']",A. S. Madhukumar,4,"['V. N. Hari', 'G. V. Anand', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/cssp/NguyenTM11,2011,"['Duy Duong Nguyen', 'Surya Dharma Tio']",A. S. Madhukumar,3,"['Duy Duong Nguyen', 'Surya Dharma Tio']"
0,A S Madhukumar,journals/dsp/PhamPNM11,2011,"['Duc-Minh Pham', 'A. Benjamin Premkumar', 'Duc-Hoang Ngo']",A. S. Madhukumar,4,"['Duc-Minh Pham', 'A. Benjamin Premkumar', 'Duc-Hoang Ngo']"
0,A S Madhukumar,journals/tcom/PhamPM11,2011,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Duc-Minh Pham', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/tvt/JamesMTK11,2011,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']",A. S. Madhukumar,2,"['Ashish James', 'Surya Dharma Tio', 'Ernest Kurniawan']"
0,A S Madhukumar,journals/vlsisp/KurniawanMC11,2011,"['Ernest Kurniawan', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Ernest Kurniawan', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/wpc/MajhiMPXR11,2011,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Weidong Xiang', 'Paul C. Richardson']",A. S. Madhukumar,2,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Weidong Xiang', 'Paul C. Richardson']"
0,A S Madhukumar,journals/iet-cds/PhamPM10,2010,"['Duc-Minh Pham', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Duc-Minh Pham', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/twc/DharmaMPA10,2010,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Surya Dharma Tio', 'A. Benjamin Premkumar', 'Fumiyuki Adachi']"
0,A S Madhukumar,journals/twc/KurniawanMC10,2010,"['Ernest Kurniawan', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Ernest Kurniawan', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/dsp/MadhukumarYCP09,2009,"['Kai Yang', 'Francois P. S. Chin', 'A. Benjamin Premkumar']",A. S. Madhukumar,1,"['Kai Yang', 'Francois P. S. Chin', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/iet-com/PengMCT09,2009,"['Xiaoming Peng', 'Francois P. S. Chin', 'Tjeng Thiang Tjhung']",A. S. Madhukumar,2,"['Xiaoming Peng', 'Francois P. S. Chin', 'Tjeng Thiang Tjhung']"
0,A S Madhukumar,journals/twc/JakopMP09,2009,"['Y. Jakop', 'A. Benjamin Premkumar']",A. S. Madhukumar,2,"['Y. Jakop', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/ejwcn/MajhiMPR08,2008,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Paul C. Richardson']",A. S. Madhukumar,2,"['Sudhan Majhi', 'A. Benjamin Premkumar', 'Paul C. Richardson']"
0,A S Madhukumar,journals/icl/PengTCM08,2008,"['Xiaoming Peng', 'Surya Dharma Tio', 'Francois Poshin Chin']",A. S. Madhukumar,4,"['Xiaoming Peng', 'Surya Dharma Tio', 'Francois Poshin Chin']"
0,A S Madhukumar,journals/twc/LiuPM08,2008,"['X. Liu', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['X. Liu', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/twc/DharmaMP08,2008,"['Surya Dharma Tio', 'A. Benjamin Premkumar']",A. S. Madhukumar,2,"['Surya Dharma Tio', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/ieiceee/MajhiMP07,2007,"['Sudhan Majhi', 'A. Benjamin Premkumar']",A. S. Madhukumar,2,"['Sudhan Majhi', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/iet-com/KurniawanMC07,2007,"['Ernest Kurniawan', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Ernest Kurniawan', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/twc/LinPM07,2007,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/icl/TioMP06,2006,"['Surya Dharma Tio', 'A. Benjamin Premkumar']",A. S. Madhukumar,2,"['Surya Dharma Tio', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/ieiceee/MajhiMP06,2006,"['Sudhan Majhi', 'A. Benjamin Premkumar']",A. S. Madhukumar,2,"['Sudhan Majhi', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/twc/WongPCM06,2006,"['Sai Ho Wong', 'Xiaoming Peng', 'Francois P. S. Chin']",A. S. Madhukumar,4,"['Sai Ho Wong', 'Xiaoming Peng', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/icl/LinPM05,2005,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/ieiceee/ZhiweiPM05,2005,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Zhiwei Lin 0001', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/ejwcn/MadhukumarCLY04,2004,"['Francois P. S. Chin', 'Ying-Chang Liang', 'Kai Yang']",A. S. Madhukumar,1,"['Francois P. S. Chin', 'Ying-Chang Liang', 'Kai Yang']"
0,A S Madhukumar,journals/icl/YangM04,2004,['Kai Yang'],A. S. Madhukumar,2,['Kai Yang']
0,A S Madhukumar,journals/twc/MadhukumarC04,2004,['Francois P. S. Chin'],A. S. Madhukumar,1,['Francois P. S. Chin']
0,A S Madhukumar,journals/ijwoc/ZhongMC03,2003,"['Tim Mingqian Zhong', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Tim Mingqian Zhong', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/tbc/WongMC03,2003,"['Sai Ho Wong', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Sai Ho Wong', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/tbc/AlenMC03,2003,"['Teo Choon Heng Alen', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Teo Choon Heng Alen', 'Francois P. S. Chin']"
0,A S Madhukumar,journals/wpc/MadhukumarCP03,2003,"['Francois P. S. Chin', 'A. Benjamin Premkumar']",A. S. Madhukumar,1,"['Francois P. S. Chin', 'A. Benjamin Premkumar']"
0,A S Madhukumar,journals/tbc/MadhukumarC02,2002,['Francois P. S. Chin'],A. S. Madhukumar,1,['Francois P. S. Chin']
0,A S Madhukumar,journals/tbc/PremkumarML02,2002,"['A. Benjamin Premkumar', 'Chiew Tong Lau']",A. S. Madhukumar,2,"['A. Benjamin Premkumar', 'Chiew Tong Lau']"
0,A S Madhukumar,journals/vlsisp/PremkumarM02,2002,['A. Benjamin Premkumar'],A. S. Madhukumar,2,['A. Benjamin Premkumar']
0,A S Madhukumar,journals/wpc/MadhukumarC02,2002,['Francois P. S. Chin'],A. S. Madhukumar,1,['Francois P. S. Chin']
0,A S Madhukumar,journals/csl/MadhukumarRY93,1993,"['S. Rajendran', 'B. Yegnanarayana']",A. S. Madhukumar,1,"['S. Rajendran', 'B. Yegnanarayana']"
0,A S Madhukumar,conf/icc/SharmaMS20,2020,"['Shubha Sharma', 'R. Swaminathan']",A. S. Madhukumar,2,"['Shubha Sharma', 'R. Swaminathan']"
0,A S Madhukumar,conf/vtc/ErnestMSK20,2020,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/vtc/SharmaMR20,2020,"['Shubha Sharma', 'Swaminathan Ramabadran']",A. S. Madhukumar,2,"['Shubha Sharma', 'Swaminathan Ramabadran']"
0,A S Madhukumar,conf/vtc/SharmaMS20,2020,"['Shubha Sharma', 'R. Swaminathan']",A. S. Madhukumar,2,"['Shubha Sharma', 'R. Swaminathan']"
0,A S Madhukumar,conf/vtc/SwaminathanSM20,2020,"['R. Swaminathan', 'Shubha Sharma']",A. S. Madhukumar,3,"['R. Swaminathan', 'Shubha Sharma']"
0,A S Madhukumar,conf/vtc/TanMSK20,2020,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/vtc/TanMSK20a,2020,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/apcc/SharmaMS19,2019,"['Shubha Sharma', 'R. Swaminathan']",A. S. Madhukumar,2,"['Shubha Sharma', 'R. Swaminathan']"
0,A S Madhukumar,conf/icc/SiriginaMB19,2019,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']"
0,A S Madhukumar,conf/iscas/MathewVM19,2019,"['Libin K. Mathew', 'A. Prasad Vinod']",A. S. Madhukumar,3,"['Libin K. Mathew', 'A. Prasad Vinod']"
0,A S Madhukumar,conf/vtc/SiriginaMB19,2019,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']",A. S. Madhukumar,2,"['Rajendra Prasad Sirigina', 'Mark D. J. Bowyer']"
0,A S Madhukumar,conf/vtc/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/wcnc/TanMSK19,2019,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/globecom/RaoMS18,2018,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,2,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,conf/globecom/SharmaTMR18,2018,"['Shubha Sharma', 'Jerome Tan', 'Swaminathan Ramabadran']",A. S. Madhukumar,3,"['Shubha Sharma', 'Jerome Tan', 'Swaminathan Ramabadran']"
0,A S Madhukumar,conf/isita/RamabadranMWT18,2018,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']"
0,A S Madhukumar,conf/vtc/TanMSK18,2018,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,2,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/vtc/TanSKM18,2018,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']",A. S. Madhukumar,4,"['Zheng Hui Ernest Tan', 'Rajendra Prasad Sirigina', 'Anoop Kumar Krishna']"
0,A S Madhukumar,conf/wcnc/AmbedeSM18,2018,"['Abhishek Ambede', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,3,"['Abhishek Ambede', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,conf/wcnc/SharmaMS18,2018,"['Shubha Sharma', 'Swaminathan Ramabadran']",A. S. Madhukumar,2,"['Shubha Sharma', 'Swaminathan Ramabadran']"
0,A S Madhukumar,conf/globecom/SharmaMRS17,2017,"['Shubha Sharma', 'Swaminathan Ramabadran', 'Chau Jing Sheng']",A. S. Madhukumar,2,"['Shubha Sharma', 'Swaminathan Ramabadran', 'Chau Jing Sheng']"
0,A S Madhukumar,conf/vtc/RoyMC17,2017,"['Swagato Barman Roy', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['Swagato Barman Roy', 'Francois P. S. Chin']"
0,A S Madhukumar,conf/vtc/SiriginaM17,2017,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,conf/vtc/SwaminathanMWT17,2017,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']",A. S. Madhukumar,2,"['Swaminathan Ramabadran', 'Guohua Wang', 'Shang-Kee Ting']"
0,A S Madhukumar,conf/wpmc/RaoMS17,2017,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']",A. S. Madhukumar,2,"['Yepuri Sudhakara Rao', 'Rajendra Prasad Sirigina']"
0,A S Madhukumar,conf/pimrc/SwaminathanM16,2016,['Swaminathan Ramabadran'],A. S. Madhukumar,2,['Swaminathan Ramabadran']
0,A S Madhukumar,conf/wcnc/RoyMC16a,2016,"['S. Barman Roy', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['S. Barman Roy', 'Francois P. S. Chin']"
0,A S Madhukumar,conf/wcnc/RoyMC16,2016,"['S. Barman Roy', 'Francois P. S. Chin']",A. S. Madhukumar,2,"['S. Barman Roy', 'Francois P. S. Chin']"
0,A S Madhukumar,conf/wpmc/SiriginaM16,2016,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,conf/newcas/DhabuVM15,2015,"['Sumedh Dhabu', 'A. Prasad Vinod']",A. S. Madhukumar,3,"['Sumedh Dhabu', 'A. Prasad Vinod']"
0,A S Madhukumar,conf/vtc/JacobMV15,2015,"['Ponnu Jacob', 'A. Prasad Vinod']",A. S. Madhukumar,2,"['Ponnu Jacob', 'A. Prasad Vinod']"
0,A S Madhukumar,conf/vtc/SiriginaM15,2015,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,conf/vtc/SiriginaM15a,2015,['Rajendra Prasad Sirigina'],A. S. Madhukumar,2,['Rajendra Prasad Sirigina']
0,A S Madhukumar,conf/icc/JamesM14,2014,['Ashish James'],A. S. Madhukumar,2,['Ashish James']
0,A S Madhukumar,conf/iccoms/JacobM14,2014,['Ponnu Jacob'],A. S. Madhukumar,2,['Ponnu Jacob']
0,A S Madhukumar,conf/iccoms/JamesM14,2014,['Ashish James'],A. S. Madhukumar,2,['Ashish James']
0,A S Madhukumar,conf/vtc/JamesM14,2014,['Ashish James'],A. S. Madhukumar,2,['Ashish James']
0,A S Madhukumar,conf/vtc/RoyM14,2014,['S. Barman Roy'],A. S. Madhukumar,2,['S. Barman Roy']
0,A S Madhukumar,conf/wcnc/DiazSMNM14,2014,"['Carlos G. Diaz', 'Walid Saad', 'Behrouz Maham', 'Dusit Niyato']",A. S. Madhukumar,5,"['Carlos G. Diaz', 'Walid Saad', 'Behrouz Maham', 'Dusit Niyato']"
0,A S Madhukumar,conf/pimrc/JamesMA13,2013,"['Ashish James', 'Fumiyuki Adachi']",A. S. Madhukumar,2,"['Ashish James', 'Fumiyuki Adachi']"
0,A S Madhukumar,conf/vtc/JacobMA13,2013,"['Ponnu Jacob', 'A. Alphones']",A. S. Madhukumar,2,"['Ponnu Jacob', 'A. Alphones']"
0,A S Madhukumar,conf/icassp/ZhongPM12,2012,"['Xionghu Zhong', 'A. Benjamin Premkumar']",A. S. Madhukumar,3,"['Xionghu Zhong', 'A. Benjamin Premkumar']"
0,A S Madhukumar,conf/iccoms/JamesMT12,2012,"['Ashish James', 'Surya Dharma Tio']",A. S. Madhukumar,2,"['Ashish James', 'Surya Dharma Tio']"
0,A S Madhukumar,conf/iccoms/JacobJM12,2012,"['Ponnu Jacob', 'Ashish James']",A. S. Madhukumar,3,"['Ponnu Jacob', 'Ashish James']"
